modomics_position	fasta_position	modification	fasta_entry
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-7-1
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-7-1
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-7-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-4
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-4
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-4
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-4
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-4
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-4
38	59	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-4
45	66	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-4
46	67	D	Homo_sapiens_tRNA-Tyr-GTA-5-4
47	68	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-4
53	74	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-4
54	75	Y	Homo_sapiens_tRNA-Tyr-GTA-5-4
57	78	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-4
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-5
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-5
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-5
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-5
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-5
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-5
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-5
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-5
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-5-5
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-5
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-5
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-5-5
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-5
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-2-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-2-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-2-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-2-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-2-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-2-1
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-2-1
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-2-1
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-2-1
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-2-1
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-2-1
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-2-1
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-2-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-1-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-1-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-1-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-1-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-1-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-1-1
38	56	m1Y	Homo_sapiens_tRNA-Tyr-GTA-1-1
45	63	m7G	Homo_sapiens_tRNA-Tyr-GTA-1-1
46	64	D	Homo_sapiens_tRNA-Tyr-GTA-1-1
47	65	m5C	Homo_sapiens_tRNA-Tyr-GTA-1-1
53	71	m5U	Homo_sapiens_tRNA-Tyr-GTA-1-1
54	72	Y	Homo_sapiens_tRNA-Tyr-GTA-1-1
57	75	m1A	Homo_sapiens_tRNA-Tyr-GTA-1-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-6-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-6-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-6-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-6-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-6-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-6-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-6-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-6-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-6-1
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-6-1
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-6-1
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-6-1
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-6-1
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-6-1
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-6-1
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-6-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-1
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-1
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-1
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-1
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-1
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-1
38	58	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-1
45	65	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-1
46	66	D	Homo_sapiens_tRNA-Tyr-GTA-5-1
47	67	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-1
53	73	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-1
54	74	Y	Homo_sapiens_tRNA-Tyr-GTA-5-1
57	77	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-1
5	5	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
9	9	m2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
16	16	D	Homo_sapiens_tRNA-Tyr-GTA-5-2
19	19	acp3U	Homo_sapiens_tRNA-Tyr-GTA-5-2
25	25	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
26	26	m2,2G	Homo_sapiens_tRNA-Tyr-GTA-5-2
33	33	galQ	Homo_sapiens_tRNA-Tyr-GTA-5-2
34	34	Y	Homo_sapiens_tRNA-Tyr-GTA-5-2
36	36	m1G	Homo_sapiens_tRNA-Tyr-GTA-5-2
38	54	m1Y	Homo_sapiens_tRNA-Tyr-GTA-5-2
45	61	m7G	Homo_sapiens_tRNA-Tyr-GTA-5-2
46	62	D	Homo_sapiens_tRNA-Tyr-GTA-5-2
47	63	m5C	Homo_sapiens_tRNA-Tyr-GTA-5-2
53	69	m5U	Homo_sapiens_tRNA-Tyr-GTA-5-2
54	70	Y	Homo_sapiens_tRNA-Tyr-GTA-5-2
57	73	m1A	Homo_sapiens_tRNA-Tyr-GTA-5-2
46	45	m3C	Homo_sapiens_tRNA-Leu-CAA-6-1
46	45	m3C	Homo_sapiens_tRNA-Leu-CAA-6-1
19	19	m3C	Homo_sapiens_tRNA-Met-CAT-2-1
19	19	m3C	Homo_sapiens_tRNA-Met-CAT-5-1
19	19	m3C	Homo_sapiens_tRNA-Met-CAT-4-1
19	19	m3C	Homo_sapiens_tRNA-Met-CAT-4-2
19	19	m3C	Homo_sapiens_tRNA-Met-CAT-4-3
19	19	m3C	Homo_sapiens_tRNA-Met-CAT-5-2
31	31	m3C	Homo_sapiens_tRNA-Arg-CCT-3-1
31	31	m3C	Homo_sapiens_tRNA-Arg-CCT-5-1
31	31	m3C	Homo_sapiens_tRNA-Arg-CCT-1-1
31	31	m3C	Homo_sapiens_tRNA-Arg-CCT-2-1
31	31	m3C	Homo_sapiens_tRNA-Arg-CCT-4-1
31	31	m3C	Homo_sapiens_tRNA-Arg-TCT-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-3-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-4-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-2-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-6
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-2
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-3
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-4
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-3-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-4-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-5
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-2-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-3-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-2-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-3-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-4-2
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-4-3
36	38	m6t6A	Homo_sapiens_tRNA-Ser-GCT-6-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-1-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-2-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-5-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-4-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-3-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-4-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-2-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-6
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-2
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-3
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-4
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-3-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-4-1
31	31	m3C	Homo_sapiens_tRNA-Ser-AGA-2-5
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-2-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-3-1
31	31	m3C	Homo_sapiens_tRNA-Ser-TGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-1-1
31	31	m3C	Homo_sapiens_tRNA-Ser-CGA-2-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-3-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-4-2
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-4-3
36	38	m6t6A	Homo_sapiens_tRNA-Ser-GCT-6-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-1-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-2-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-5-1
36	36	m6t6A	Homo_sapiens_tRNA-Ser-GCT-4-1
